Character,Sentence,Word,POS,Tag,Dependency
DRACO,how many times do i have to tell you ?,"['how', 'many', 'times', 'do', 'i', 'have', 'to', 'tell', 'you', '?']","['SCONJ', 'ADJ', 'NOUN', 'AUX', 'PRON', 'VERB', 'PART', 'VERB', 'PRON', 'PUNCT']","['WRB', 'JJ', 'NNS', 'VBP', 'PRP', 'VB', 'TO', 'VB', 'PRP', '.']","['advmod', 'amod', 'dobj', 'aux', 'nsubj', 'ROOT', 'aux', 'xcomp', 'dobj', 'punct']"
DRACO,is this yours ?,"['is', 'this', 'yours', '?']","['AUX', 'PRON', 'NOUN', 'PUNCT']","['VBZ', 'DT', 'NNS', '.']","['ROOT', 'nsubj', 'attr', 'punct']"
DRACO,but my father did say this :,"['but', 'my', 'father', 'did', 'say', 'this', ':']","['CCONJ', 'PRON', 'NOUN', 'AUX', 'VERB', 'PRON', 'PUNCT']","['CC', 'PRP$', 'NN', 'VBD', 'VB', 'DT', ':']","['cc', 'poss', 'nsubj', 'aux', 'ROOT', 'dobj', 'punct']"
DRACO,it 's been 50 years since the chamber was opened .,"['it', ""'s"", 'been', '50', 'years', 'since', 'the', 'chamber', 'was', 'opened', '.']","['PRON', 'AUX', 'AUX', 'NUM', 'NOUN', 'SCONJ', 'DET', 'NOUN', 'AUX', 'VERB', 'PUNCT']","['PRP', 'VBZ', 'VBN', 'CD', 'NNS', 'IN', 'DT', 'NN', 'VBD', 'VBN', '.']","['nsubjpass', 'auxpass', 'ROOT', 'nummod', 'npadvmod', 'mark', 'det', 'nsubjpass', 'auxpass', 'advcl', 'punct']"
DRACO,he would n't tell me who opened it .,"['he', 'would', ""n't"", 'tell', 'me', 'who', 'opened', 'it', '.']","['PRON', 'AUX', 'PART', 'VERB', 'PRON', 'PRON', 'VERB', 'PRON', 'PUNCT']","['PRP', 'MD', 'RB', 'VB', 'PRP', 'WP', 'VBD', 'PRP', '.']","['nsubj', 'aux', 'neg', 'ROOT', 'dobj', 'nsubj', 'ccomp', 'dobj', 'punct']"
DRACO,only that they were expelled .,"['only', 'that', 'they', 'were', 'expelled', '.']","['ADV', 'SCONJ', 'PRON', 'AUX', 'VERB', 'PUNCT']","['RB', 'IN', 'PRP', 'VBD', 'VBN', '.']","['advmod', 'mark', 'nsubjpass', 'auxpass', 'ROOT', 'punct']"
DRACO,"the last time the chamber of secrets was opened , a mudblood died .","['the', 'last', 'time', 'the', 'chamber', 'of', 'secrets', 'was', 'opened', ',', 'a', 'mudblood', 'died', '.']","['DET', 'ADJ', 'NOUN', 'DET', 'NOUN', 'ADP', 'NOUN', 'AUX', 'VERB', 'PUNCT', 'DET', 'NOUN', 'VERB', 'PUNCT']","['DT', 'JJ', 'NN', 'DT', 'NN', 'IN', 'NNS', 'VBD', 'VBN', ',', 'DT', 'NN', 'VBD', '.']","['det', 'amod', 'npadvmod', 'det', 'nsubjpass', 'prep', 'pobj', 'auxpass', 'relcl', 'punct', 'det', 'nsubj', 'ROOT', 'punct']"
DRACO,so it 's only a matter of time before one of them is killed this time .,"['so', 'it', ""'s"", 'only', 'a', 'matter', 'of', 'time', 'before', 'one', 'of', 'them', 'is', 'killed', 'this', 'time', '.']","['ADV', 'PRON', 'AUX', 'ADV', 'DET', 'NOUN', 'ADP', 'NOUN', 'SCONJ', 'NUM', 'ADP', 'PRON', 'AUX', 'VERB', 'DET', 'NOUN', 'PUNCT']","['RB', 'PRP', 'VBZ', 'RB', 'DT', 'NN', 'IN', 'NN', 'IN', 'CD', 'IN', 'PRP', 'VBZ', 'VBN', 'DT', 'NN', '.']","['advmod', 'nsubj', 'ROOT', 'advmod', 'det', 'attr', 'prep', 'pobj', 'mark', 'nsubjpass', 'prep', 'pobj', 'auxpass', 'advcl', 'det', 'npadvmod', 'punct']"
DRACO,as for me i hope it 's granger .,"['as', 'for', 'me', 'i', 'hope', 'it', ""'s"", 'granger', '.']","['ADP', 'ADP', 'PRON', 'PRON', 'VERB', 'PRON', 'AUX', 'ADJ', 'PUNCT']","['IN', 'IN', 'PRP', 'PRP', 'VBP', 'PRP', 'VBZ', 'JJ', '.']","['prep', 'prep', 'pobj', 'nsubj', 'ROOT', 'nsubj', 'ccomp', 'acomp', 'punct']"
DRACO,what 's the matter with you two ?,"['what', ""'s"", 'the', 'matter', 'with', 'you', 'two', '?']","['PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'PRON', 'NUM', 'PUNCT']","['WP', 'VBZ', 'DT', 'NN', 'IN', 'PRP', 'CD', '.']","['attr', 'ROOT', 'det', 'nsubj', 'prep', 'pobj', 'appos', 'punct']"
DRACO,you 're acting very odd .,"['you', ""'re"", 'acting', 'very', 'odd', '.']","['PRON', 'AUX', 'VERB', 'ADV', 'ADJ', 'PUNCT']","['PRP', 'VBP', 'VBG', 'RB', 'JJ', '.']","['nsubj', 'aux', 'ROOT', 'advmod', 'acomp', 'punct']"
HARRY,it 's his stomachache .,"['it', ""'s"", 'his', 'stomachache', '.']","['PRON', 'AUX', 'PRON', 'NOUN', 'PUNCT']","['PRP', 'VBZ', 'PRP$', 'NN', '.']","['nsubj', 'ROOT', 'poss', 'attr', 'punct']"
HARRY,calm down .,"['calm', 'down', '.']","['VERB', 'ADP', 'PUNCT']","['VB', 'RP', '.']","['ROOT', 'prt', 'punct']"
RON,scar !,"['scar', '!']","['NOUN', 'PUNCT']","['NN', '.']","['ROOT', 'punct']"
HARRY,hair !,"['hair', '!']","['NOUN', 'PUNCT']","['NN', '.']","['ROOT', 'punct']"
DRACO,hey ! where are you going ?,"['hey', '!', 'where', 'are', 'you', 'going', '?']","['INTJ', 'PUNCT', 'SCONJ', 'AUX', 'PRON', 'VERB', 'PUNCT']","['UH', '.', 'WRB', 'VBP', 'PRP', 'VBG', '.']","['ROOT', 'punct', 'advmod', 'aux', 'nsubj', 'ROOT', 'punct']"
RON,that was close .,"['that', 'was', 'close', '.']","['PRON', 'AUX', 'ADJ', 'PUNCT']","['DT', 'VBD', 'JJ', '.']","['nsubj', 'ROOT', 'acomp', 'punct']"
HARRY,"hermione , come out .","['hermione', ',', 'come', 'out', '.']","['PROPN', 'PUNCT', 'VERB', 'ADP', 'PUNCT']","['NNP', ',', 'VB', 'RP', '.']","['npadvmod', 'punct', 'ROOT', 'prt', 'punct']"
HARRY,we 've got loads to tell you .,"['we', ""'"", 've', 'got', 'loads', 'to', 'tell', 'you', '.']","['PRON', 'AUX', 'AUX', 'VERB', 'NOUN', 'PART', 'VERB', 'PRON', 'PUNCT']","['PRP', 'VBP', 'VBP', 'VBN', 'NNS', 'TO', 'VB', 'PRP', '.']","['nsubj', 'aux', 'aux', 'ROOT', 'dobj', 'aux', 'advcl', 'dobj', 'punct']"
HERMIONE,go away .,"['go', 'away', '.']","['VERB', 'ADV', 'PUNCT']","['VB', 'RB', '.']","['ROOT', 'advmod', 'punct']"
MOANING MYRTLE,wait till you see . it 's awful .,"['wait', 'till', 'you', 'see', '.', 'it', ""'s"", 'awful', '.']","['VERB', 'SCONJ', 'PRON', 'VERB', 'PUNCT', 'PRON', 'AUX', 'ADJ', 'PUNCT']","['VB', 'IN', 'PRP', 'VBP', '.', 'PRP', 'VBZ', 'JJ', '.']","['ROOT', 'mark', 'nsubj', 'advcl', 'punct', 'nsubj', 'ROOT', 'acomp', 'punct']"
HARRY,hermione ?,"['hermione', '?']","['NOUN', 'PUNCT']","['NN', '.']","['ROOT', 'punct']"
HARRY,are you okay ?,"['are', 'you', 'okay', '?']","['AUX', 'PRON', 'ADJ', 'PUNCT']","['VBP', 'PRP', 'JJ', '.']","['ROOT', 'nsubj', 'acomp', 'punct']"
HERMIONE,do you remember me telling you that the polyjuice potion was only for human transformations ?,"['do', 'you', 'remember', 'me', 'telling', 'you', 'that', 'the', 'polyjuice', 'potion', 'was', 'only', 'for', 'human', 'transformations', '?']","['AUX', 'PRON', 'VERB', 'PRON', 'VERB', 'PRON', 'SCONJ', 'DET', 'NOUN', 'NOUN', 'AUX', 'ADV', 'ADP', 'ADJ', 'NOUN', 'PUNCT']","['VBP', 'PRP', 'VB', 'PRP', 'VBG', 'PRP', 'IN', 'DT', 'NN', 'NN', 'VBD', 'RB', 'IN', 'JJ', 'NNS', '.']","['aux', 'nsubj', 'ROOT', 'nsubj', 'ccomp', 'dobj', 'mark', 'det', 'compound', 'nsubj', 'ccomp', 'advmod', 'prep', 'amod', 'pobj', 'punct']"
HERMIONE,it was cat hair i plucked off millicent bulstrode 's robes .,"['it', 'was', 'cat', 'hair', 'i', 'plucked', 'off', 'millicent', 'bulstrode', ""'s"", 'robes', '.']","['PRON', 'AUX', 'NOUN', 'NOUN', 'PRON', 'VERB', 'ADP', 'NOUN', 'NOUN', 'PART', 'NOUN', 'PUNCT']","['PRP', 'VBD', 'NN', 'NN', 'PRP', 'VBD', 'RP', 'NN', 'NN', 'POS', 'NNS', '.']","['nsubj', 'ROOT', 'compound', 'attr', 'nsubj', 'ccomp', 'prt', 'compound', 'poss', 'case', 'dobj', 'punct']"
HERMIONE,look at my face .,"['look', 'at', 'my', 'face', '.']","['VERB', 'ADP', 'PRON', 'NOUN', 'PUNCT']","['VB', 'IN', 'PRP$', 'NN', '.']","['ROOT', 'prep', 'poss', 'pobj', 'punct']"
RON,look at your tail .,"['look', 'at', 'your', 'tail', '.']","['VERB', 'ADP', 'PRON', 'NOUN', 'PUNCT']","['VB', 'IN', 'PRP$', 'NN', '.']","['ROOT', 'prep', 'poss', 'pobj', 'punct']"
RON,have you spoken to hermione ?,"['have', 'you', 'spoken', 'to', 'hermione', '?']","['AUX', 'PRON', 'VERB', 'ADP', 'NOUN', 'PUNCT']","['VBP', 'PRP', 'VBN', 'IN', 'NN', '.']","['aux', 'nsubj', 'ROOT', 'prep', 'pobj', 'punct']"
HARRY,she should be out of hospital in a few days when she stops coughing up fur balls .,"['she', 'should', 'be', 'out', 'of', 'hospital', 'in', 'a', 'few', 'days', 'when', 'she', 'stops', 'coughing', 'up', 'fur', 'balls', '.']","['PRON', 'AUX', 'AUX', 'ADP', 'ADP', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'SCONJ', 'PRON', 'VERB', 'VERB', 'ADP', 'NOUN', 'NOUN', 'PUNCT']","['PRP', 'MD', 'VB', 'IN', 'IN', 'NN', 'IN', 'DT', 'JJ', 'NNS', 'WRB', 'PRP', 'VBZ', 'VBG', 'RP', 'NN', 'NNS', '.']","['nsubj', 'aux', 'ROOT', 'prep', 'prep', 'pobj', 'prep', 'det', 'amod', 'pobj', 'advmod', 'nsubj', 'advcl', 'xcomp', 'prt', 'compound', 'dobj', 'punct']"
HARRY,what 's this ?,"['what', ""'s"", 'this', '?']","['PRON', 'AUX', 'PRON', 'PUNCT']","['WP', 'VBZ', 'DT', '.']","['attr', 'ROOT', 'nsubj', 'punct']"
RON,yuck !,"['yuck', '!']","['NOUN', 'PUNCT']","['NN', '.']","['ROOT', 'punct']"
HARRY,looks like moaning myrtle 's flooded the bathroom .,"['looks', 'like', 'moaning', 'myrtle', ""'s"", 'flooded', 'the', 'bathroom', '.']","['VERB', 'ADP', 'VERB', 'NOUN', 'AUX', 'VERB', 'DET', 'NOUN', 'PUNCT']","['VBZ', 'IN', 'VBG', 'NN', 'VBZ', 'VBN', 'DT', 'NN', '.']","['ROOT', 'prep', 'compound', 'nsubjpass', 'auxpass', 'pcomp', 'det', 'dobj', 'punct']"
MOANING MYRTLE,ohh-uhh .. come to throw something else at me ?,"['ohh', '-', 'uhh', '..', 'come', 'to', 'throw', 'something', 'else', 'at', 'me', '?']","['PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'VERB', 'PART', 'VERB', 'PRON', 'ADV', 'ADP', 'PRON', 'PUNCT']","['NNP', 'HYPH', 'NNP', 'NFP', 'VB', 'TO', 'VB', 'NN', 'RB', 'IN', 'PRP', '.']","['compound', 'punct', 'nsubj', 'punct', 'ROOT', 'aux', 'advcl', 'dobj', 'advmod', 'prep', 'pobj', 'punct']"
HARRY,why would i throw something at you ?,"['why', 'would', 'i', 'throw', 'something', 'at', 'you', '?']","['SCONJ', 'AUX', 'PRON', 'VERB', 'PRON', 'ADP', 'PRON', 'PUNCT']","['WRB', 'MD', 'PRP', 'VB', 'NN', 'IN', 'PRP', '.']","['advmod', 'aux', 'nsubj', 'ROOT', 'dobj', 'prep', 'pobj', 'punct']"
MOANING MYRTLE,"do n't ask me . here i am , minding my own business and someone thinks it 's funny to throw a book at me .","['do', ""n't"", 'ask', 'me', '.', 'here', 'i', 'am', ',', 'minding', 'my', 'own', 'business', 'and', 'someone', 'thinks', 'it', ""'s"", 'funny', 'to', 'throw', 'a', 'book', 'at', 'me', '.']","['AUX', 'PART', 'VERB', 'PRON', 'PUNCT', 'ADV', 'PRON', 'AUX', 'PUNCT', 'VERB', 'PRON', 'ADJ', 'NOUN', 'CCONJ', 'PRON', 'VERB', 'PRON', 'AUX', 'ADJ', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'PRON', 'PUNCT']","['VB', 'RB', 'VB', 'PRP', '.', 'RB', 'PRP', 'VBP', ',', 'VBG', 'PRP$', 'JJ', 'NN', 'CC', 'NN', 'VBZ', 'PRP', 'VBZ', 'JJ', 'TO', 'VB', 'DT', 'NN', 'IN', 'PRP', '.']","['aux', 'neg', 'ROOT', 'dobj', 'punct', 'advmod', 'nsubj', 'aux', 'punct', 'ROOT', 'poss', 'amod', 'dobj', 'cc', 'nsubj', 'conj', 'nsubj', 'ccomp', 'acomp', 'aux', 'xcomp', 'det', 'dobj', 'prep', 'pobj', 'punct']"
RON,but it ca n't hurt if someone throws something at you .,"['but', 'it', 'ca', ""n't"", 'hurt', 'if', 'someone', 'throws', 'something', 'at', 'you', '.']","['CCONJ', 'PRON', 'AUX', 'PART', 'VERB', 'SCONJ', 'PRON', 'VERB', 'PRON', 'ADP', 'PRON', 'PUNCT']","['CC', 'PRP', 'MD', 'RB', 'VB', 'IN', 'NN', 'VBZ', 'NN', 'IN', 'PRP', '.']","['cc', 'nsubj', 'aux', 'neg', 'ROOT', 'mark', 'nsubj', 'advcl', 'dobj', 'prep', 'pobj', 'punct']"
RON,"i mean , it 'll just go right through you .","['i', 'mean', ',', 'it', ""'ll"", 'just', 'go', 'right', 'through', 'you', '.']","['PRON', 'VERB', 'PUNCT', 'PRON', 'AUX', 'ADV', 'VERB', 'ADV', 'ADP', 'PRON', 'PUNCT']","['PRP', 'VBP', ',', 'PRP', 'MD', 'RB', 'VB', 'RB', 'IN', 'PRP', '.']","['nsubj', 'parataxis', 'punct', 'nsubj', 'aux', 'advmod', 'ROOT', 'advmod', 'prep', 'pobj', 'punct']"
MOANING MYRTLE,sure ! let 's all throw books at myrtle because she ca n't feel it .,"['sure', '!', 'let', ""'s"", 'all', 'throw', 'books', 'at', 'myrtle', 'because', 'she', 'ca', ""n't"", 'feel', 'it', '.']","['ADJ', 'PUNCT', 'VERB', 'PRON', 'PRON', 'VERB', 'NOUN', 'ADP', 'NOUN', 'SCONJ', 'PRON', 'AUX', 'PART', 'VERB', 'PRON', 'PUNCT']","['JJ', '.', 'VB', 'PRP', 'DT', 'VB', 'NNS', 'IN', 'NN', 'IN', 'PRP', 'MD', 'RB', 'VB', 'PRP', '.']","['ROOT', 'punct', 'ROOT', 'nsubj', 'dep', 'ccomp', 'dobj', 'prep', 'pobj', 'mark', 'nsubj', 'aux', 'neg', 'advcl', 'dobj', 'punct']"
MOANING MYRTLE,ten points if you get it through her stomach !,"['ten', 'points', 'if', 'you', 'get', 'it', 'through', 'her', 'stomach', '!']","['NUM', 'NOUN', 'SCONJ', 'PRON', 'VERB', 'PRON', 'ADP', 'PRON', 'NOUN', 'PUNCT']","['CD', 'NNS', 'IN', 'PRP', 'VBP', 'PRP', 'IN', 'PRP$', 'NN', '.']","['nummod', 'ROOT', 'mark', 'nsubj', 'advcl', 'dobj', 'prep', 'poss', 'pobj', 'punct']"
MOANING MYRTLE,fifty points if it goes through her head !,"['fifty', 'points', 'if', 'it', 'goes', 'through', 'her', 'head', '!']","['NUM', 'NOUN', 'SCONJ', 'PRON', 'VERB', 'ADP', 'PRON', 'NOUN', 'PUNCT']","['CD', 'NNS', 'IN', 'PRP', 'VBZ', 'IN', 'PRP$', 'NN', '.']","['nummod', 'ROOT', 'mark', 'nsubj', 'advcl', 'prep', 'poss', 'pobj', 'punct']"
HARRY,"but who threw it at you , anyway ?","['but', 'who', 'threw', 'it', 'at', 'you', ',', 'anyway', '?']","['CCONJ', 'PRON', 'VERB', 'PRON', 'ADP', 'PRON', 'PUNCT', 'ADV', 'PUNCT']","['CC', 'WP', 'VBD', 'PRP', 'IN', 'PRP', ',', 'RB', '.']","['cc', 'nsubj', 'ROOT', 'dobj', 'prep', 'pobj', 'punct', 'advmod', 'punct']"
MOANING MYRTLE,i do n't know . i did n't see them .,"['i', 'do', ""n't"", 'know', '.', 'i', 'did', ""n't"", 'see', 'them', '.']","['PRON', 'AUX', 'PART', 'VERB', 'PUNCT', 'PRON', 'AUX', 'PART', 'VERB', 'PRON', 'PUNCT']","['PRP', 'VBP', 'RB', 'VB', '.', 'PRP', 'VBD', 'RB', 'VB', 'PRP', '.']","['nsubj', 'aux', 'neg', 'ROOT', 'punct', 'nsubj', 'aux', 'neg', 'ROOT', 'dobj', 'punct']"
MOANING MYRTLE,"i was just sitting in the u-bend , thinking about death and it fell through the top of my head .","['i', 'was', 'just', 'sitting', 'in', 'the', 'u', '-', 'bend', ',', 'thinking', 'about', 'death', 'and', 'it', 'fell', 'through', 'the', 'top', 'of', 'my', 'head', '.']","['PRON', 'AUX', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'NOUN', 'CCONJ', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'PRON', 'NOUN', 'PUNCT']","['PRP', 'VBD', 'RB', 'VBG', 'IN', 'DT', 'NN', 'NN', 'NN', ',', 'VBG', 'IN', 'NN', 'CC', 'PRP', 'VBD', 'IN', 'DT', 'NN', 'IN', 'PRP$', 'NN', '.']","['nsubj', 'aux', 'advmod', 'ROOT', 'prep', 'det', 'pobj', 'pobj', 'pobj', 'punct', 'advcl', 'prep', 'pobj', 'cc', 'nsubj', 'conj', 'prep', 'det', 'pobj', 'prep', 'poss', 'pobj', 'punct']"
MOANING MYRTLE,whoo-oooh-whoooo ...,"['whoo', '-', 'oooh', '-', 'whoooo', '...']","['PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT']","['NNP', 'HYPH', 'NN', 'HYPH', 'NN', '.']","['compound', 'punct', 'compound', 'punct', 'ROOT', 'punct']"
HARRY,`` tom marvolo riddle . '',"['`', '`', 'tom', 'marvolo', 'riddle', '.', ""''""]","['PUNCT', 'PUNCT', 'PROPN', 'PROPN', 'NOUN', 'PUNCT', 'PUNCT']","['``', '``', 'NNP', 'NNP', 'NN', '.', ""''""]","['punct', 'punct', 'compound', 'compound', 'ROOT', 'punct', 'punct']"
HARRY,my name is harry potter .,"['my', 'name', 'is', 'harry', 'potter', '.']","['PRON', 'NOUN', 'AUX', 'PROPN', 'NOUN', 'PUNCT']","['PRP$', 'NN', 'VBZ', 'NNP', 'NN', '.']","['poss', 'nsubj', 'ROOT', 'compound', 'attr', 'punct']"
DIARY,"hello harry potter , my name is tom riddle .","['hello', 'harry', 'potter', ',', 'my', 'name', 'is', 'tom', 'riddle', '.']","['INTJ', 'PROPN', 'PROPN', 'PUNCT', 'PRON', 'NOUN', 'AUX', 'PROPN', 'NOUN', 'PUNCT']","['UH', 'NNP', 'NNP', ',', 'PRP$', 'NN', 'VBZ', 'NNP', 'NN', '.']","['compound', 'compound', 'dep', 'punct', 'poss', 'nsubj', 'ROOT', 'compound', 'attr', 'punct']"
HARRY,do you know anything about the chamber of secrets ?,"['do', 'you', 'know', 'anything', 'about', 'the', 'chamber', 'of', 'secrets', '?']","['AUX', 'PRON', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['VBP', 'PRP', 'VB', 'NN', 'IN', 'DT', 'NN', 'IN', 'NNS', '.']","['aux', 'nsubj', 'ROOT', 'dobj', 'prep', 'det', 'pobj', 'prep', 'pobj', 'punct']"
DIARY,yes .,"['yes', '.']","['INTJ', 'PUNCT']","['UH', '.']","['ROOT', 'punct']"
HARRY,can you tell me ?,"['can', 'you', 'tell', 'me', '?']","['AUX', 'PRON', 'VERB', 'PRON', 'PUNCT']","['MD', 'PRP', 'VB', 'PRP', '.']","['aux', 'nsubj', 'ROOT', 'dobj', 'punct']"
DIARY,no . but i can show you .,"['no', '.', 'but', 'i', 'can', 'show', 'you', '.']","['INTJ', 'PUNCT', 'CCONJ', 'PRON', 'AUX', 'VERB', 'PRON', 'PUNCT']","['UH', '.', 'CC', 'PRP', 'MD', 'VB', 'PRP', '.']","['ROOT', 'punct', 'cc', 'nsubj', 'aux', 'ROOT', 'dobj', 'punct']"
DIARY,let me take you back fifty years ago .,"['let', 'me', 'take', 'you', 'back', 'fifty', 'years', 'ago', '.']","['VERB', 'PRON', 'VERB', 'PRON', 'ADV', 'NUM', 'NOUN', 'ADV', 'PUNCT']","['VB', 'PRP', 'VB', 'PRP', 'RB', 'CD', 'NNS', 'RB', '.']","['ROOT', 'nsubj', 'ccomp', 'dobj', 'advmod', 'nummod', 'npadvmod', 'advmod', 'punct']"
DIARY,13th june ..,"['13th', 'june', '..']","['NOUN', 'PROPN', 'PUNCT']","['NN', 'NNP', '.']","['ROOT', 'npadvmod', 'punct']"
HARRY,excuse me .,"['excuse', 'me', '.']","['VERB', 'PRON', 'PUNCT']","['VB', 'PRP', '.']","['ROOT', 'dobj', 'punct']"
HARRY,could you tell me what 's going on here ?,"['could', 'you', 'tell', 'me', 'what', ""'s"", 'going', 'on', 'here', '?']","['AUX', 'PRON', 'VERB', 'PRON', 'PRON', 'AUX', 'VERB', 'ADP', 'ADV', 'PUNCT']","['MD', 'PRP', 'VB', 'PRP', 'WP', 'VBZ', 'VBG', 'RP', 'RB', '.']","['aux', 'nsubj', 'ROOT', 'dobj', 'nsubj', 'aux', 'ccomp', 'prt', 'advmod', 'punct']"
HARRY,are you tom riddle ?,"['are', 'you', 'tom', 'riddle', '?']","['AUX', 'PRON', 'PROPN', 'NOUN', 'PUNCT']","['VBP', 'PRP', 'NNP', 'NN', '.']","['ROOT', 'nsubj', 'compound', 'attr', 'punct']"
HARRY,"hello , can you hear me ?","['hello', ',', 'can', 'you', 'hear', 'me', '?']","['INTJ', 'PUNCT', 'AUX', 'PRON', 'VERB', 'PRON', 'PUNCT']","['UH', ',', 'MD', 'PRP', 'VB', 'PRP', '.']","['intj', 'punct', 'aux', 'nsubj', 'ROOT', 'dobj', 'punct']"
DUMBLEDORE,riddle ! come .,"['riddle', '!', 'come', '.']","['NOUN', 'PUNCT', 'VERB', 'PUNCT']","['NN', '.', 'VB', '.']","['ROOT', 'punct', 'ROOT', 'punct']"
TOM RIDDLE,professor dumbledore .,"['professor', 'dumbledore', '.']","['PROPN', 'PROPN', 'PUNCT']","['NNP', 'NNP', '.']","['compound', 'ROOT', 'punct']"
HARRY,dumbledore ?,"['dumbledore', '?']","['ADJ', 'PUNCT']","['JJ', '.']","['ROOT', 'punct']"
DUMBLEDORE,"it is not wise to be wandering around this late hour , tom .","['it', 'is', 'not', 'wise', 'to', 'be', 'wandering', 'around', 'this', 'late', 'hour', ',', 'tom', '.']","['PRON', 'AUX', 'PART', 'ADJ', 'PART', 'AUX', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT']","['PRP', 'VBZ', 'RB', 'JJ', 'TO', 'VB', 'VBG', 'IN', 'DT', 'JJ', 'NN', ',', 'NNP', '.']","['nsubj', 'ROOT', 'neg', 'acomp', 'aux', 'aux', 'xcomp', 'prep', 'det', 'amod', 'pobj', 'punct', 'npadvmod', 'punct']"
TOM RIDDLE,"yes , professor . i suppose i ...","['yes', ',', 'professor', '.', 'i', 'suppose', 'i', '...']","['INTJ', 'PUNCT', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'PRON', 'PUNCT']","['UH', ',', 'NN', '.', 'PRP', 'VBP', 'PRP', '.']","['ROOT', 'punct', 'npadvmod', 'punct', 'nsubj', 'ROOT', 'dobj', 'punct']"
TOM RIDDLE,i had to see for myself if the rumors were true .,"['i', 'had', 'to', 'see', 'for', 'myself', 'if', 'the', 'rumors', 'were', 'true', '.']","['PRON', 'VERB', 'PART', 'VERB', 'ADP', 'PRON', 'SCONJ', 'DET', 'NOUN', 'AUX', 'ADJ', 'PUNCT']","['PRP', 'VBD', 'TO', 'VB', 'IN', 'PRP', 'IN', 'DT', 'NNS', 'VBD', 'JJ', '.']","['nsubj', 'ROOT', 'aux', 'xcomp', 'prep', 'pobj', 'mark', 'det', 'nsubj', 'advcl', 'acomp', 'punct']"
DUMBLEDORE,"i 'm afraid they are , tom .","['i', ""'"", 'm', 'afraid', 'they', 'are', ',', 'tom', '.']","['PRON', 'VERB', 'VERB', 'ADJ', 'PRON', 'AUX', 'PUNCT', 'PROPN', 'PUNCT']","['PRP', 'VBP', 'VBP', 'JJ', 'PRP', 'VBP', ',', 'NNP', '.']","['ROOT', 'appos', 'appos', 'acomp', 'nsubj', 'ccomp', 'punct', 'npadvmod', 'punct']"
DUMBLEDORE,they are true .,"['they', 'are', 'true', '.']","['PRON', 'AUX', 'ADJ', 'PUNCT']","['PRP', 'VBP', 'JJ', '.']","['nsubj', 'ROOT', 'acomp', 'punct']"
TOM RIDDLE,about the school as well ?,"['about', 'the', 'school', 'as', 'well', '?']","['ADP', 'DET', 'NOUN', 'ADV', 'ADV', 'PUNCT']","['IN', 'DT', 'NN', 'RB', 'RB', '.']","['ROOT', 'det', 'pobj', 'advmod', 'advmod', 'punct']"
TOM RIDDLE,i do n't have a home to go to .,"['i', 'do', ""n't"", 'have', 'a', 'home', 'to', 'go', 'to', '.']","['PRON', 'AUX', 'PART', 'VERB', 'DET', 'NOUN', 'PART', 'VERB', 'ADP', 'PUNCT']","['PRP', 'VBP', 'RB', 'VB', 'DT', 'NN', 'TO', 'VB', 'IN', '.']","['nsubj', 'aux', 'neg', 'ROOT', 'det', 'dobj', 'aux', 'relcl', 'prep', 'punct']"
TOM RIDDLE,"they would n't really close hogwarts , would they , professor ?","['they', 'would', ""n't"", 'really', 'close', 'hogwarts', ',', 'would', 'they', ',', 'professor', '?']","['PRON', 'AUX', 'PART', 'ADV', 'VERB', 'NOUN', 'PUNCT', 'AUX', 'PRON', 'PUNCT', 'NOUN', 'PUNCT']","['PRP', 'MD', 'RB', 'RB', 'VB', 'NNS', ',', 'MD', 'PRP', ',', 'NN', '.']","['nsubj', 'aux', 'neg', 'advmod', 'ccomp', 'dobj', 'punct', 'ROOT', 'nsubj', 'punct', 'appos', 'punct']"
DUMBLEDORE,"i understand , tom , but i 'm afraid headmaster dippet may have no choice .","['i', 'understand', ',', 'tom', ',', 'but', 'i', ""'"", 'm', 'afraid', 'headmaster', 'dippet', 'may', 'have', 'no', 'choice', '.']","['PRON', 'VERB', 'PUNCT', 'PROPN', 'PUNCT', 'CCONJ', 'PRON', 'VERB', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'AUX', 'VERB', 'DET', 'NOUN', 'PUNCT']","['PRP', 'VBP', ',', 'NNP', ',', 'CC', 'PRP', 'VBP', 'VBP', 'JJ', 'NN', 'NN', 'MD', 'VB', 'DT', 'NN', '.']","['nsubj', 'ROOT', 'punct', 'npadvmod', 'punct', 'cc', 'nsubj', 'parataxis', 'punct', 'amod', 'compound', 'nsubj', 'aux', 'conj', 'det', 'dobj', 'punct']"
